gene_id,ref_gene_name_x,Chromosome,Start,End,C9,I9,C11,I11,C16,I16
MSTRG.10238,LOC102549281,chr14,84334429,84346143,1.492746,1.32365,1.118183,1.328151,0.239891,0.77214
MSTRG.10239,Sec14l2,chr14,84335594,84360354,2.099179,2.466676,1.887886,2.595464,1.361987,1.571172
MSTRG.1024,Vasp,chr1,80170607,80186024,31.384514,43.212849,44.987544,47.860429,48.219153,54.314589
MSTRG.10240,Tbc1d10a,chr14,84417320,84445034,15.359445,21.234169,20.240866,21.417459,18.365725,22.901745
MSTRG.10241,Rnf215,chr14,84368440,84374879,10.78187,12.830121,12.31758,12.657811,8.847021,9.571001
MSTRG.10242,Ccdc157,chr14,84376167,84393235,1.654307,1.540401,1.473972,1.341089,1.698041,2.150497
MSTRG.10243,Sf3a1,chr14,84393182,84413931,12.411125,16.739454,16.272806,17.664398,16.26288,16.956358
MSTRG.10244,Gatsl3,chr14,84447552,84457396,1.172821,1.318882,1.740789,1.86128,1.338922,1.250118
MSTRG.10245,Osm,chr14,84457487,84469426,0.281297,0.154654,0.099878,0.332532,0.073192,0.172035
MSTRG.10246,Lif,chr14,84482652,84502293,3.387008,2.760502,3.450962,4.842316,1.648491,1.99332
MSTRG.10247,Hormad2,chr14,84576856,84662237,0.103738,0.473598,0.406162,0.590119,0.286795,0.391207
MSTRG.10248,Ascc2,chr14,84873460,84916643,10.845034,13.629429,13.687536,14.641454,10.765581,12.531434
MSTRG.10249,Mtmr3,chr14,84701559,84820487,24.823403,32.780171,22.030394,24.293516,28.007621,29.861107
MSTRG.1025,Ercc1,chr1,80256973,80268198,14.982564,14.693842,18.370707,19.603435,12.863441,14.636857
MSTRG.10250,Uqcr10,chr14,84935478,84937741,115.437771,103.649658,113.92437,118.945728,77.418747,79.666954
MSTRG.10251,Zmat5,chr14,84937843,84968898,14.617913,16.984806,15.121883,14.853176,2.181806,8.031162
MSTRG.10252,Cabp7,chr14,84968125,84978242,32.407593,45.130226,29.661737,32.11338,14.266261,14.735983
MSTRG.10253,Nf2,chr14,84995393,85088614,26.155088,35.745098,27.053245,29.577072,23.548459,27.899277
MSTRG.10254,Nipsnap1,chr14,85113578,85137457,31.301628,37.028899,32.348243,35.000905,22.088256,24.996825
MSTRG.10255,Thoc5,chr14,85138219,85171729,25.01063,29.119999,26.858536,28.975067,18.276672,17.272366
MSTRG.10256,Gas2l1,chr14,85308443,85318475,12.214221,17.331032,17.666235,18.226366,15.253322,17.445562
MSTRG.10257,Rasl10a,chr14,85311390,85313211,2.24511,2.651197,2.901464,2.698322,3.269221,3.668172
MSTRG.10258,Nefh,chr14,85181572,85191557,9.889287,11.811881,13.507976,14.719949,15.855398,16.117792
MSTRG.10259,Ap1b1,chr14,85230590,85281806,31.205245,39.341704,36.873035,39.576207,36.940342,36.518243
MSTRG.1026,Cd3eap,chr1,80267725,80271001,3.490688,4.163835,3.524303,5.15984,3.438062,2.992523
MSTRG.10260,LOC102557376,chr14,85435790,85440722,0.034516,0,0,0,0.025918,0.026064
MSTRG.10261,Kremen1,chr14,85436738,85503661,6.16107,9.152215,6.05759,7.910605,16.108337,19.131335
MSTRG.10262,LOC108352855,chr14,85718011,85719678,0,0,0,0,0,0
MSTRG.10263,LOC102551828,chr14,85520841,85527138,2.281421,2.90396,2.034557,2.327378,2.657326,2.610171
MSTRG.10264,Znrf3,chr14,85525635,85586294,2.956516,3.610412,1.412801,2.159911,3.506187,3.716001
MSTRG.10265,LOC102549967,chr14,85731452,85740233,0,0,0.07967,0.119835,0.112744,0.113618
MSTRG.10266,Frg2,chr14,85779927,85792527,0,0,0,0,0,0
MSTRG.10267,Ewsr1,chr14,85322105,85350826,44.530579,49.261572,41.780849,40.634536,34.667871,38.562368
MSTRG.10268,Rhbdd3,chr14,85350852,85357029,24.74736,29.161076,31.607976,29.363186,25.183047,26.411232
MSTRG.10269,Emid1,chr14,85357221,85400396,0,0.18611,0.382397,0.34753,0.179202,0.16647
MSTRG.1027,Ppp1r13l,chr1,80271288,80290946,2.668947,4.061028,4.156362,4.636055,4.637458,5.691266
MSTRG.10270,Xbp1,chr14,85752927,85760372,110.388283,117.51766,104.691735,106.082365,100.481969,103.827066
MSTRG.10271,Ccdc117,chr14,85759606,85772915,8.433547,10.060069,7.250196,10.045285,10.802501,10.588606
MSTRG.10272,Mrps24,chr14,85947763,85951891,46.539123,45.201357,35.467255,38.069497,25.28465,27.35338
MSTRG.10273,Ankrd36,chr14,85814809,85931577,0.05272,0.03045,0,0.050817,0,0
MSTRG.10274,LOC108352787,chr14,86013627,86025402,0.091751,0,0,0,0,0
MSTRG.10275,Urgcp,chr14,85957726,86002227,22.933967,28.262647,25.079412,26.833894,23.671883,24.646663
MSTRG.10276,Pgam2,chr14,86045005,86047116,4.09379,4.393775,2.258634,3.469633,5.696388,6.897254
MSTRG.10277,Dbnl,chr14,86029335,86044364,37.749469,45.59803,44.550371,44.97562,35.041768,35.977121
MSTRG.10278,Polm,chr14,86069378,86079327,2.723192,3.200194,3.63357,3.540911,1.831651,2.3531
MSTRG.10279,LOC108352788,chr14,86125990,86141479,0,0,0,0,0,0
MSTRG.1028,Ckm,chr1,80321507,80331841,0,0,0,0.027929,0,0.098235
MSTRG.10280,Aebp1,chr14,86101253,86111323,20.007963,27.855947,25.449703,30.789623,31.985717,38.871618
MSTRG.10281,Pold2,chr14,86111416,86117578,3.69552,3.680516,5.21066,4.745837,2.510645,2.572591
MSTRG.10282,Myl7,chr14,86144770,86147075,1.471002,1.486426,2.203002,1.680546,0.585358,1.380252
MSTRG.10283,Nudcd3,chr14,86326413,86333397,24.536703,30.265478,19.616299,22.835983,26.295408,24.169081
MSTRG.10284,Gck,chr14,86149146,86191589,15.740005,18.16887,14.942769,16.119272,23.490414,22.916457
MSTRG.10285,Ykt6,chr14,86164497,86207057,65.620372,75.097343,69.537386,77.437817,63.301575,55.141536
MSTRG.10286,Camk2b,chr14,86208876,86297727,57.314041,80.003415,63.121317,64.862251,88.334419,95.038833
MSTRG.10287,LOC108352789,chr14,86212281,86218540,1.72696,2.146381,0.708455,0.848925,2.021425,2.399324
MSTRG.10288,Ppia,chr14,86673775,86677443,657.394612,687.094029,742.743987,747.340656,545.671921,541.221302
MSTRG.10289,LOC100360491,chr14,86730973,86751844,11.352528,10.390247,11.851963,12.772435,11.950458,14.43481
MSTRG.1029,Ercc2,chr1,80293574,80307334,11.484191,13.878552,11.580807,11.629247,9.298142,9.620582
MSTRG.10290,Purb,chr14,86736876,86739335,0,0,0,0,0,0
MSTRG.10291,LOC103693157,chr14,86770276,86774285,0.056238,0,0,0,0.08895,0.02125
MSTRG.10292,H2afv,chr14,86687782,86706639,19.510172,24.556859,23.266094,19.460394,9.854943,11.712045
MSTRG.10293,Zmiz2,chr14,86645875,86662419,13.087472,21.530793,18.861589,18.963616,10.895671,11.493713
MSTRG.10294,Npc1l1,chr14,86345946,86560694,0,0,0,0.020683,0.02684,0.070762
MSTRG.10295,Ddx56,chr14,86375226,86387637,9.633099,11.864406,18.465916,13.777133,10.534625,9.646597
MSTRG.10296,Tmed4,chr14,86388953,86395195,64.861195,72.665375,60.574479,60.938973,62.622762,61.135452
MSTRG.10297,LOC103693780,chr14,86414924,86614963,40.88509,58.362692,48.739371,53.911497,56.802289,58.021145
MSTRG.10298,LOC103693776,chr14,86514157,86530701,17.243774,25.322732,21.925134,23.29365,12.497032,14.568469
MSTRG.10299,Myo1g,chr14,86781243,86796393,0.417233,0.289035,0.30996,0.337243,0.344088,0.159659
MSTRG.103,,chr1,11973399,11975257,3303.869385,1441.38147,1161.768311,959.080811,2049.200684,2292.053711
MSTRG.1030,Klc3,chr1,80306074,80315886,1.131399,0.90418,1.0823,1.275916,2.040868,2.123896
MSTRG.10300,,chr14,86951878,86952319,2.63881,2.996324,2.466016,3.714131,0.810291,0.602097
MSTRG.10301,Ramp3,chr14,86922223,86939722,1.277464,0.979488,2.058309,1.958448,2.351233,1.995028
MSTRG.10302,LOC102547700,chr14,86800340,86803390,29.282398,28.733095,26.37226,25.711426,10.72208,11.325972
MSTRG.10303,Ccm2,chr14,86812728,86859408,9.060752,11.858015,22.70405,14.149929,18.337248,12.324434
MSTRG.10304,Nacad,chr14,86860607,86868605,1.355088,2.233039,1.073737,1.133192,0.221332,0.511081
MSTRG.10305,Tbrg4,chr14,86876800,86885603,14.76123,17.869704,16.837708,18.028719,13.305002,12.78819
MSTRG.10306,Wap,chr14,86897948,86900417,0,0.05454,0,0,0,0
MSTRG.10307,,chr14,87027116,87029465,0,0,0,0,0,0
MSTRG.10308,LOC108352792,chr14,87124900,87142218,0,0,0,0,0,0
MSTRG.10309,Igfbp1,chr14,87448716,87453783,4.853686,4.829466,5.378864,5.243214,4.309394,4.769347
MSTRG.1031,Mark4,chr1,80335517,80367366,6.726903,10.035893,9.213562,8.834368,10.912257,10.991852
MSTRG.10310,Igfbp3,chr14,87457640,87465374,14.517801,14.566446,11.115785,13.802605,13.145488,16.524643
MSTRG.10311,LOC103693170,chr14,87667702,87729472,0.066471,0,0,0,0,0
MSTRG.10312,LOC686087,chr14,87699481,87701956,0.95684,0.883857,1.222445,1.427499,0.833791,0.891753
MSTRG.10313,,chr14,88228313,88235490,0,0,0,0,0,0
MSTRG.10314,,chr14,88183160,88185859,0,0,0,0,0,0
MSTRG.10315,Adcy1,chr14,87311970,87430504,5.658743,7.868948,2.766693,2.971049,3.785735,3.888255
MSTRG.10316,,chr14,87381343,87399547,0.059943,0.025332,0.0474,0,0.04545,0.048979
MSTRG.10317,,chr14,87386919,87403808,0.008908,0.029717,0.02117,0.010031,0,0.012732
MSTRG.10318,LOC102553858,chr14,87430580,87439871,0.076276,0.059112,0.031305,0.064362,0.048329,0.102332
MSTRG.10319,,chr14,88371649,88464673,0,0,0,0,0,0
MSTRG.1032,Exoc3l2,chr1,80370569,80404275,0.566148,0.643275,0.9986,1.329619,1.344942,2.01057
MSTRG.10320,,chr14,88488752,88520863,0,0,0,0,0,0
MSTRG.10321,LOC100911576,chr14,88543630,88574207,55.970524,52.521424,46.155151,49.200763,42.34366,47.290645
MSTRG.10322,,chr14,88965603,88969071,0,0,0,0,0,0
MSTRG.10323,LOC102557304,chr14,88909624,88911551,0.413154,0.216321,0.358717,0.270022,0.375778,0.287872
MSTRG.10324,LOC103693171,chr14,88911280,88921637,0,0,0,0,0,0
MSTRG.10325,Pkd1l1,chr14,89047949,89193579,0.01368,0.028627,0.008452,0.029654,0,0.013929
MSTRG.10326,Hus1,chr14,89194086,89208825,9.072256,9.981119,7.482098,8.198791,4.260868,5.718025
MSTRG.10327,Tns3,chr14,88673907,88907874,48.181372,59.103484,47.634122,57.447557,74.758435,70.143955
MSTRG.10328,Upp1,chr14,89314234,89334060,3.074592,1.985395,3.333454,5.864376,5.678995,6.84845
MSTRG.10329,,chr14,89367656,89368110,4.315186,5.487035,5.67755,4.468439,1.341858,0.700578
MSTRG.1033,Bloc1s3,chr1,80414766,80417385,10.449968,12.39805,11.359048,11.477349,8.760899,9.477759
MSTRG.10330,Sun3,chr14,89215386,89253585,0,0,0,0.046786,0,0
MSTRG.10331,LOC688553,chr14,89253102,89272283,0.062464,0.204695,0,0,0,0
MSTRG.10332,,chr14,90381866,90437477,0,0,0,0,0,0
MSTRG.10333,LOC498414,chr14,90822951,90864917,0,0,0,0,0,0
MSTRG.10334,Abca13,chr14,89384512,89876748,0.025387,0,0.02207,0.053584,0.103227,0.093293
MSTRG.10335,LOC685655,chr14,89501504,89503401,3.009507,2.962654,2.478435,2.950842,2.259127,2.696976
MSTRG.10336,Vwc2,chr14,91201141,91348219,0.227931,0.28829,0.625464,0.430614,0.908376,0.88708
MSTRG.10337,LOC102552528,chr14,91302982,91313288,0,0,0,0,0,0
MSTRG.10338,Zpbp,chr14,91360670,91556406,0.15089,0.144983,0.178965,0.341182,0.167528,0.294268
MSTRG.10339,RGD1309870,chr14,91556782,91614099,0.106675,0,0.129691,0.100853,0,0.013688
MSTRG.1034,Trappc6a,chr1,80417514,80424429,42.050661,50.966276,39.024501,37.412634,30.281945,29.208423
MSTRG.10340,Fignl1,chr14,91895902,91904474,0.160813,0.130078,0.062901,0.378544,0.200489,0.051294
MSTRG.10341,Ikzf1,chr14,91782281,91867828,0.263605,0.251381,0.102262,0.177788,0.110781,0.142543
MSTRG.10342,Ddc,chr14,91905919,91996816,38.139392,46.257127,27.032508,26.9901,56.518489,59.326529
MSTRG.10343,LOC103693175,chr14,92005256,92051990,0.634426,0.150962,0.036751,0.146435,0.072662,0.184763
MSTRG.10344,Grb10,chr14,92021851,92122249,4.287104,4.216369,3.550247,4.560536,3.945465,6.137295
MSTRG.10345,LOC102552764,chr14,92131372,92150507,0,0,0,0,0,0
MSTRG.10346,LOC100361025,chr14,93040967,93042219,27.295687,33.536312,34.926495,36.565636,26.893541,27.441132
MSTRG.10347,,chr14,93043431,93057589,0,0,0,0,0,0
MSTRG.10348,,chr14,93968291,93983265,0,0,0,0,0,0
MSTRG.10349,,chr14,94119706,94151360,0,0,0,0,0,0
MSTRG.1035,Nkpd1,chr1,80424507,80434137,0.093631,0.068517,0.069218,0.052076,0.270708,0.25885
MSTRG.10350,Cobl,chr14,92341949,92578005,0.323685,0.28695,0.264468,0.24029,0.325746,0.36077
MSTRG.10351,LOC108352799,chr14,92414757,92416527,0,0,0.172246,0,0,0
MSTRG.10352,LOC103693778,chr14,92429830,92436451,0,0,0,0,0,0
MSTRG.10353,LOC102553003,chr14,92444268,92471364,0.015164,0,0.020501,0,0,0
MSTRG.10354,,chr14,95724796,95733731,0,0,0,0,0,0
MSTRG.10355,,chr14,96296330,96303468,0,0,0,0,0,0
MSTRG.10356,Etaa1,chr14,97196079,97199067,2.820246,2.875623,2.534242,2.515978,2.622188,2.248654
MSTRG.10357,,chr14,97686088,97687756,0,0,0,0,0,0
MSTRG.10358,LOC102554771,chr14,95984228,95993838,8.289413,11.592572,13.823858,13.438259,7.002457,6.85542
MSTRG.10359,LOC108352803,chr14,98659769,99111047,0,0,0,0,0,0
MSTRG.1036,Ppp1r37,chr1,80439718,80471527,36.079388,54.258801,45.613876,45.496666,48.069645,52.19125
MSTRG.10360,LOC102548633,chr14,98755990,98759670,0.443091,0.703023,0.346044,0.561738,0.48318,0.43217
MSTRG.10361,LOC501396,chr14,94257832,94646846,0.28918,0.203698,0.116884,0.151606,0.150483,0.128469
MSTRG.10362,,chr14,94260601,94263363,0.153191,0.165833,0,0,0,0
MSTRG.10363,LOC108352802,chr14,94324609,94341433,0.057422,0.06639,0.039299,0,0,0.028061
MSTRG.10364,,chr14,94520959,94542831,0,0,0,0,0,0
MSTRG.10365,LOC103690742,chr14,94553682,94555627,0.209758,0.252471,0.049035,0.055358,0,0
MSTRG.10366,,chr14,94598089,94598388,0.523013,0.166268,0.136796,0.449751,0.06646,0.472273
MSTRG.10367,Vstm2a,chr14,99528996,99559972,0.073791,0.112654,0.087824,0.081912,0.019383,0.022383
MSTRG.10368,Sec61g,chr14,99774360,99780964,433.368094,442.437071,402.290825,404.227977,200.973672,196.749429
MSTRG.10369,LOC108352804,chr14,99904074,99906686,0,0,0,0,0.09517,0
MSTRG.1037,Apoc2,chr1,80589023,80593991,0.54168,0,0,0,0,0
MSTRG.10370,Fbxo48,chr14,100129835,100140400,0.62944,0.515213,0.328464,0.660944,0.454673,0.483884
MSTRG.10371,Cnrip1,chr14,100216986,100247235,23.776666,28.392794,24.037787,26.480625,20.115041,18.627498
MSTRG.10372,Plek,chr14,100151518,100184192,0.680886,0.385756,0.469757,0.333992,0.116568,0.116075
MSTRG.10373,Egfr,chr14,99917416,100104262,2.343523,3.434001,1.262798,2.222192,2.843114,3.318638
MSTRG.10374,Ppp3r1,chr14,100311224,100360879,53.670094,61.317618,56.317643,61.599019,61.021369,59.812881
MSTRG.10375,Pno1,chr14,100364192,100372760,22.19479,22.775227,25.856598,26.526331,18.04175,18.701513
MSTRG.10376,LOC100363335,chr14,100513753,100515443,10.763028,11.586442,11.805666,12.284889,9.072475,9.885678
MSTRG.10377,C1d,chr14,100372989,100427878,22.263868,24.340753,22.395808,24.551357,13.627879,15.20018
MSTRG.10378,LOC100363290,chr14,100400357,100400816,0,0,0,0,0,0
MSTRG.10379,LOC108352805,chr14,101146220,101167224,0.080821,0.037368,0.023356,0.032287,0.033889,0.028364
MSTRG.1038,,chr1,80592580,80593095,0,0,0,0,0,0
MSTRG.10380,,chr14,102648022,102654532,0,0,0,0,0,0
MSTRG.10381,LOC103693794,chr14,102290655,102301897,5.952276,7.758809,4.519061,5.013849,5.162017,5.351778
MSTRG.10382,,chr14,102907501,102917601,0,0,0,0,0,0
MSTRG.10383,LOC103693204,chr14,103329130,103337937,0,0.040588,0,0.048729,0.056804,0
MSTRG.10384,LOC108352806,chr14,103436523,103454273,0,0,0,0,0,0
MSTRG.10385,,chr14,103951453,103952762,0,0,0,0,0,0
MSTRG.10386,Meis1,chr14,103182127,103321830,6.049323,8.392901,8.201837,8.277272,7.308345,9.51836
MSTRG.10387,LOC103693205,chr14,104133427,104138280,0.023295,0.135439,0,0,0,0
MSTRG.10388,Spred2,chr14,104190401,104293012,4.756973,7.163011,5.717995,5.998843,11.019916,13.070362
MSTRG.10389,Actr2,chr14,104337978,104375840,145.070766,158.810554,108.8069,124.944497,161.538009,171.337707
MSTRG.1039,Apoc4,chr1,80595339,80599525,0.129177,0.145396,0,0,0,0
MSTRG.10390,LOC100359517,chr14,104396613,104451972,0,0,0,0,0,0
MSTRG.10391,,chr14,104452896,104453139,12.391216,11.821828,12.551936,12.373349,13.804958,13.967474
MSTRG.10392,Rab1a,chr14,104475023,104500176,390.736857,419.776863,384.142122,398.394782,336.514449,333.869014
MSTRG.10393,Cep68,chr14,104501759,104523330,5.650298,6.901395,5.692663,6.596243,5.826696,6.341977
MSTRG.10394,Slc1a4,chr14,104575083,104613952,16.266483,19.498048,13.644049,16.455403,20.374039,21.086786
MSTRG.10395,LOC108352807,chr14,104612769,104618366,0.726294,0.888137,0.845928,0.94321,0.513722,0.803663
MSTRG.10396,LOC108352808,chr14,104620946,104624854,0,0,0,0,0,0
MSTRG.10397,LOC102547925,chr14,104709528,104715761,0.097827,0.095673,0.047045,0.19892,0.292435,0.25702
MSTRG.10398,LOC103693208,chr14,104717816,104726288,0.58818,0.984649,0.341964,0.532743,0.298223,0.496699
MSTRG.10399,,chr14,104740856,104741061,1.601852,1.234499,2.088803,0.809412,1.431157,1.170444
MSTRG.104,LOC100909599,chr1,11982218,11995177,1.342251,1.589502,0.855822,1.112736,1.472039,1.638781
MSTRG.1040,Clptm1,chr1,80549051,80580665,83.318367,106.066978,94.301849,96.385277,99.157745,96.350136
MSTRG.10400,Sertad2,chr14,104786649,104890022,3.494903,4.362108,3.730466,4.089386,4.177529,4.828177
MSTRG.10401,LOC108352861,chr14,104987686,104987995,5.009768,5.091718,5.127574,5.624251,1.206044,0.401209
MSTRG.10402,Aftph,chr14,104921633,104975763,35.43916,42.268439,30.702673,33.057408,31.91728,34.844407
MSTRG.10403,LOC102549056,chr14,105144405,105149614,0.038396,0.068542,0.11503,0.138273,0.054435,0.086066
MSTRG.10404,Lgalsl,chr14,105047915,105055421,9.592937,12.819152,8.462241,10.122848,20.574024,22.76969
MSTRG.10405,LOC108352836,chr14,105055437,105058477,0.371286,0.78394,0.19108,0.194966,0.266234,0.595235
MSTRG.10406,LOC102548772,chr14,105078450,105085243,0.096603,0.122563,0.166322,0,0,0
MSTRG.10407,,chr14,105338625,105353246,0,0,0,0,0,0
MSTRG.10408,,chr14,105353480,105361911,0,0,0,0,0,0
MSTRG.10409,LOC103693221,chr14,105427992,105495839,0,0,0,0.019012,0,0
MSTRG.1041,LOC108348938,chr1,80572517,80576377,0,0.092726,0,0,0,0.039596
MSTRG.10410,LOC108352810,chr14,105777944,105782829,0.011515,0,0,0.042249,0,0.029732
MSTRG.10411,LOC100909672,chr14,105832205,105868961,0.04178,0,0,0,0,0
MSTRG.10412,LOC102547058,chr14,105898992,105900404,0,0,0,0,0,0
MSTRG.10413,LOC102549235,chr14,105908521,105916081,0,0,0,0,0,0
MSTRG.10414,LOC102547136,chr14,105914825,105960733,0.023437,0.021117,0,0.015866,0,0.011297
MSTRG.10415,Peli1,chr14,106007908,106062566,7.356586,8.422179,6.280899,7.274271,9.017308,9.955589
MSTRG.10416,Ugp2,chr14,106208174,106249322,23.132065,26.017671,22.028718,27.131999,23.187374,26.62137
MSTRG.10417,LOC102549500,chr14,106293161,106300080,0,0,0,0,0,0
MSTRG.10418,Vps54,chr14,106129778,106207715,12.170753,13.920347,10.823359,11.877531,12.208173,13.504687
MSTRG.10419,,chr14,106315345,106330264,0.005601,0.008492,0.013293,0.002916,0.00201,0.01616
MSTRG.1042,Gemin7,chr1,80473966,80487976,5.868632,5.961486,6.929667,6.096728,5.326277,5.344463
MSTRG.10420,Mdh1,chr14,106336989,106393642,408.866571,431.498373,414.562096,428.237086,456.169527,439.50286
MSTRG.10421,,chr14,106360989,106361524,4.980294,3.689615,2.33481,2.76015,2.567032,1.490692
MSTRG.10422,,chr14,106846704,106854733,0,0,0,0,0,0
MSTRG.10423,Otx1,chr14,106861556,106864933,0,0,0,0,0,0
MSTRG.10424,Wdpcp,chr14,106393959,106759961,9.123624,11.47002,6.79904,6.264707,9.358352,8.999473
MSTRG.10425,LOC103693215,chr14,106564303,106568269,0,0.012956,0,0,0.009529,0.03592
MSTRG.10426,Tmem17,chr14,107268235,107308546,9.748333,9.640035,8.668961,10.559547,6.13026,8.227498
MSTRG.10427,LOC100361636,chr14,107392042,107395562,5.353654,6.048903,4.463913,5.086292,5.250055,5.196703
MSTRG.10428,,chr14,107448038,107458173,0.851416,1.041398,0.518171,0.703644,1.022408,0.813222
MSTRG.10429,Ehbp1,chr14,106871421,107160224,4.700109,5.019305,3.875097,3.982998,4.311915,4.891249
MSTRG.1043,Zfp296,chr1,80487193,80491422,0.727454,0.526169,0.590746,0.477584,0.307557,0.428986
MSTRG.10430,LOC102551536,chr14,106901114,106908631,0.044966,0.111555,0.036291,0.030143,0.03564,0.034006
MSTRG.10431,LOC102550584,chr14,107040773,107062758,0,0.092956,0,0,0.039887,0
MSTRG.10432,B3gnt2,chr14,107592336,107617189,10.475977,12.302097,12.417379,12.661762,14.863138,19.066895
MSTRG.10433,LOC102552343,chr14,107617199,107618938,0.372322,0.62176,0.585155,0.608714,0.732038,0.469718
MSTRG.10434,LOC103693217,chr14,107584376,107588076,0.044684,0.048456,0,0.07689,0.05492,0.032697
MSTRG.10435,LOC102552414,chr14,107646014,107649828,0,0,0,0,0,0
MSTRG.10436,LOC102552091,chr14,107517173,107558414,0,0,0,0,0,0.027379
MSTRG.10437,Cct4,chr14,107767392,107780270,67.259644,72.124107,75.370354,82.990021,68.624298,73.440628
MSTRG.10438,Commd1,chr14,107664321,107759974,24.693279,28.571885,22.852135,24.753607,26.126058,28.044245
MSTRG.10439,LOC108352812,chr14,107678025,107683707,0.093901,0.110064,0.014425,0.043238,0.042213,0.049735
MSTRG.1044,Clasrp,chr1,80491520,80515761,19.385843,22.05304,21.19852,20.453227,11.975852,19.409386
MSTRG.10440,LOC102552529,chr14,107690449,107693221,0.064971,0.115235,0,0,0.027645,0
MSTRG.10441,Zrsr1,chr14,107747848,107754763,7.726838,8.747575,6.465956,6.047006,6.99216,7.608298
MSTRG.10442,LOC102553689,chr14,107841883,107866143,0.250547,0.174116,0.213869,0.227292,0.191336,0.294839
MSTRG.10443,LOC100910447,chr14,107901503,107901845,15.368222,17.709969,18.989859,18.247442,7.821976,7.956239
MSTRG.10444,,chr14,107910079,107913777,0,0,0,0,0,0
MSTRG.10445,,chr14,107940194,107942286,2.12546,2.233876,2.598963,2.877099,1.818921,1.516246
MSTRG.10446,Fam161a,chr14,107785029,107803765,0.757159,0.994873,0.44739,0.309988,0.43663,0.476876
MSTRG.10447,LOC690352,chr14,108281908,108285008,0.273949,0.099181,0.276703,0.544815,0,0.403022
MSTRG.10448,LOC108352815,chr14,108284663,108292308,0.108935,0.060889,0,0.04463,0.109947,0.125573
MSTRG.10449,RGD1305110,chr14,108305343,108376718,9.406136,10.037562,8.183146,9.855699,6.14995,7.559392
MSTRG.1045,Relb,chr1,80517081,80545019,15.977138,21.445617,19.759634,21.349813,10.980938,13.34022
MSTRG.10450,Pex13,chr14,108394299,108411994,19.427038,18.290339,18.780886,20.732487,15.880478,17.522909
MSTRG.10451,Pus10,chr14,108411941,108479696,8.435016,9.726676,7.083063,8.648438,6.469004,6.507469
MSTRG.10452,Papolg,chr14,108624359,108658371,4.793772,4.744229,3.820931,4.694024,3.946088,4.879653
MSTRG.10453,Rel,chr14,108490794,108517582,1.330682,1.858095,0.802641,1.33162,0.890102,1.009179
MSTRG.10454,Xpo1,chr14,108007421,108050616,24.824311,27.437861,24.49088,27.95849,23.740945,27.093019
MSTRG.10455,Usp34,chr14,108060537,108264706,17.474923,20.330408,11.192034,14.199691,21.178511,22.450021
MSTRG.10456,LOC108352814,chr14,108069572,108070287,12.691173,12.91966,16.563311,16.93239,10.654315,8.74974
MSTRG.10457,Ahsa2,chr14,108262795,108274000,13.771129,14.394427,12.820042,15.788792,10.455712,11.695261
